1.0,0.022000000000000002,1.4666197348351566,0.5133169071923048,2.140,,0.06899999999999999,0.29332394696703135,2.390
,0.11,1.8332746685439458,0.8066408541593362,85.980,,0.345,0.5133169071923048,0.300
,0.22,1.8332746685439458,1.2466267746098831,1.560,,0.69,0.5866478939340627
,0.44,2.1265986155109773,1.3199577613516411,13.940,,1.38,0.879971840901094
,0.66,2.1265986155109773,1.2466267746098831,,,2.07,1.0999648011263674
,0.88,2.1265986155109773,1.4666197348351566,,,2.76,1.2466267746098831
,1.1,2.273260588994493,1.6132817083186723,,,3.4499999999999997,1.1732957878681254
1.5,0.022000000000000002,1.2102059694922238,0.529465111652848,1.810,,0.06899999999999999,0.07563787309326399,1.930
,0.11,1.4371195887720158,0.832016604025904,75.740,,0.345,0.07563787309326399,0.180
,0.22,1.664033208051808,0.983292350212432,1.430,,0.69,0.30255149237305595
,0.44,1.664033208051808,1.058930223305696,13.960,,1.38,0.680740857839376
,0.66,1.815308954238336,1.2102059694922238,,,2.07,0.75637873093264
,0.88,1.8909468273316001,1.51275746186528,,,2.76,0.6051029847461119
,1.1,1.8909468273316001,1.4371195887720158,,,3.4499999999999997,0.75637873093264
2.0,0.022000000000000002,1.1595260475931368,0.23190520951862736,1.770,,0.06899999999999999,0.07730173650620911,11.080
,0.11,1.314129520605555,0.6184138920496729,66.950,,0.345,0.07730173650620911,0.020
,0.22,1.5460347301241824,0.8503191015683003,1.550,,0.69,0.23190520951862736
,0.44,1.9325434126552279,0.9276208380745095,5.200,,1.38,0.3865086825310456
,0.66,1.6233364666303913,1.1595260475931368,,,2.07,0.695715628555882
,0.88,1.855241676149019,1.2368277840993458,,,2.76,0.695715628555882
,1.1,1.7779399396428095,1.4687329936179732,,,3.4499999999999997,0.7730173650620912
2.5,0.022000000000000002,1.1774578057995329,0.15699437410660438,1.850,,0.06899999999999999,0.07849718705330219,0.900
,0.11,1.648440928119346,0.4709831223198131,78.110,,0.345,0.15699437410660438,0.310
,0.22,1.726938115172648,0.6279774964264175,1.640,,0.69,0.23549156115990655
,0.44,1.8054353022259502,1.0989606187462306,3.450,,1.38,0.31398874821320877
,0.66,1.726938115172648,1.0204634316929284,,,2.07,0.5494803093731153
,0.88,1.8839324892792524,1.334452179906137,,,2.76,0.39248593526651093
,1.1,1.8839324892792524,1.255954992852835,,,3.4499999999999997,0.5494803093731153
3.0,0.022000000000000002,0.8739814143879615,0.07945285585345103,1.810,,0.06899999999999999,0.07945285585345103,7.760
,0.11,1.3506985495086676,0.31781142341380414,35.570,,0.345,0.0,0.010
,0.22,1.5890571170690209,0.5561699909741572,1.390,,0.69,0.07945285585345103
,0.44,1.5096042612155698,0.8739814143879615,3.020,,1.38,0.15890571170690207
,0.66,1.906868540482825,0.8739814143879615,,,2.07,0.15890571170690207
,0.88,1.668509972922472,0.9534342702414125,,,2.76,0.31781142341380414
,1.1,1.906868540482825,1.1123399819483144,,,3.4499999999999997,0.31781142341380414
3.5,0.022000000000000002,0.7213486334050161,0.0801498481561129,1.740,,0.06899999999999999,0.0801498481561129,11.960
,0.11,1.2823975704978063,0.1602996963122258,29.570,,0.345,0.0,0.010
,0.22,1.522847114966145,0.3205993926244516,1.350,,0.69,0.0801498481561129
,0.44,1.6831468112783707,0.7213486334050161,1.790,,1.38,0.3205993926244516
,0.66,1.3625474186539193,0.7213486334050161,,,2.07,0.3205993926244516
,0.88,1.7632966594344837,0.801498481561129,,,2.76,0.4007492407805645
,1.1,1.8434465075905966,0.8816483297172418,,,3.4499999999999997,0.5610489370927902
4.0,0.022000000000000002,0.566014240918303,0.0,1.850,,0.06899999999999999,0.24257753182212985,1.120
,0.11,1.132028481836606,0.16171835454808656,18.240,,0.345,0.24257753182212985,0.370
,0.22,1.6171835454808656,0.3234367090961731,1.980,,0.69,0.3234367090961731
,0.44,1.6171835454808656,0.4851550636442597,0.730,,1.38,0.4851550636442597
,0.66,1.6171835454808656,0.6468734181923462,,,2.07,0.566014240918303
,0.88,1.7789019000289523,0.6468734181923462,,,2.76,0.6468734181923462
,1.1,1.7789019000289523,0.9703101272885194,,,3.4499999999999997,0.6468734181923462
4.5,0.022000000000000002,0.40645416700876663,0.0,2.130,,0.06899999999999999,0.08129083340175332,0.890
,0.11,1.0567808342227933,0.08129083340175332,9.530,,0.345,0.16258166680350664,0.190
,0.22,1.4632350012315598,0.24387250020525997,1.620,,0.69,0.16258166680350664
,0.44,1.7071075014368198,0.48774500041051994,0.800,,1.38,0.24387250020525997
,0.66,1.788398334838573,0.5690358338122732,,,2.07,0.24387250020525997
,0.88,2.032270835043833,0.5690358338122732,,,2.76,0.40645416700876663
,1.1,1.8696891682403263,0.8129083340175333,,,3.4499999999999997,0.32516333360701327
5.0,0.022000000000000002,0.4903627376624747,0.0,2.060,,0.06899999999999999,0.0,3.760
,0.11,1.144179721212441,0.16345424588749158,8.340,,0.345,0.0,0.010
,0.22,1.144179721212441,0.32690849177498316,1.120,,0.69,0.0
,0.44,1.471088212987424,0.5720898606062205,1.900,,1.38,0.08172712294374579
,0.66,1.5528153359311698,0.5720898606062205,,,2.07,0.08172712294374579
,0.88,1.879723827706153,0.735544106493712,,,2.76,0.16345424588749158
,1.1,2.1249051965373904,0.735544106493712,,,3.4499999999999997,0.24518136883123734
